estacion,hora,dia_semana,q_cafes_llevar_solo,q_cafes_local_solo,q_cafes_llevar_solo_leche,q_cafes_llevar_solo_otros,q_cafes_local_solo_leche,q_cafes_local_solo_otros,q_cafes_llevar_solo_otros_negro,q_cafes_local_solo_otros_negro
Zarate,6,6,29.0000,14.0000,13.0000,16.0000,3.0000,11.0000,,13.0000
Cabildo,13,1,4.0000,5.0000,,4.0000,,5.0000,,5.0000
America,17,1,28.0000,47.0000,12.0000,16.0000,2.0000,45.0000,3.0000,37.0000
Fisherton,4,4,8.0000,9.0000,3.0000,5.0000,,9.0000,1.0000,3.0000
La Carmela,21,7,7.0000,4.0000,1.0000,6.0000,3.0000,1.0000,,4.0000
Congreso,3,3,13.0000,1.0000,3.0000,10.0000,,1.0000,4.0000,
Quilmes,21,6,7.0000,12.0000,2.0000,5.0000,,12.0000,,11.0000
Congreso,2,2,8.0000,5.0000,4.0000,4.0000,,5.0000,2.0000,2.0000
Parque Sarmiento,0,6,3.0000,11.0000,3.0000,,,11.0000,,10.0000
Laferrere,17,3,7.0000,18.0000,1.0000,6.0000,1.0000,17.0000,3.0000,16.0000
Zarate Brazo Largo,0,5,21.0000,4.0000,7.0000,14.0000,1.0000,3.0000,7.0000,4.0000
Los Incas,19,5,10.0000,1.0000,4.0000,6.0000,,1.0000,,1.0000
La Carmela,23,7,9.0000,5.0000,4.0000,5.0000,,5.0000,,5.0000
Florencio Varela,23,2,4.0000,14.0000,,4.0000,6.0000,8.0000,,14.0000
La Bandera,3,3,,3.0000,,,,3.0000,,3.0000
Rosario Sur,9,5,8.0000,,2.0000,6.0000,,,,
Alsina,13,4,17.0000,22.0000,7.0000,10.0000,3.0000,19.0000,6.0000,18.0000
Laferrere,2,2,7.0000,20.0000,6.0000,1.0000,10.0000,10.0000,,20.0000
Santa Fe,14,7,5.0000,3.0000,2.0000,3.0000,2.0000,1.0000,2.0000,2.0000
Floresta,21,7,5.0000,14.0000,4.0000,1.0000,1.0000,13.0000,,10.0000
Centenera,19,7,3.0000,17.0000,3.0000,,5.0000,12.0000,,16.0000
Cabildo,18,3,6.0000,17.0000,4.0000,2.0000,1.0000,16.0000,,17.0000
AUBASA BA-LP,2,3,9.0000,7.0000,4.0000,5.0000,1.0000,6.0000,1.0000,4.0000
Maschwitz,19,7,4.0000,,3.0000,1.0000,,,,
La Carmela,16,7,4.0000,5.0000,2.0000,2.0000,,5.0000,,5.0000
Buen Ayre,22,7,11.0000,18.0000,4.0000,7.0000,2.0000,16.0000,3.0000,13.0000
Parque Sarmiento,19,3,5.0000,33.0000,1.0000,4.0000,3.0000,30.0000,2.0000,27.0000
Zarate,19,6,10.0000,4.0000,5.0000,5.0000,,4.0000,,4.0000
Alberdi,17,3,4.0000,,2.0000,2.0000,,,,
Villa Luro,1,5,7.0000,20.0000,,7.0000,3.0000,17.0000,,13.0000
Pilar,14,3,4.0000,24.0000,4.0000,,3.0000,21.0000,,23.0000
Floresta,11,4,9.0000,24.0000,6.0000,3.0000,1.0000,23.0000,,20.0000
Buen Ayre,22,2,15.0000,43.0000,6.0000,9.0000,,43.0000,4.0000,32.0000
Santa Rita,21,3,6.0000,6.0000,3.0000,3.0000,1.0000,5.0000,,5.0000
Santa Fe,18,4,12.0000,4.0000,2.0000,10.0000,,4.0000,4.0000,3.0000
Emilio Castro,21,3,4.0000,8.0000,3.0000,1.0000,,8.0000,1.0000,5.0000
Zarate,15,7,12.0000,2.0000,7.0000,5.0000,,2.0000,,2.0000
Ovidio Lagos,4,4,3.0000,5.0000,,3.0000,,5.0000,,5.0000
Cabildo,2,4,3.0000,7.0000,1.0000,2.0000,1.0000,6.0000,,7.0000
Dialogos,1,6,5.0000,3.0000,3.0000,2.0000,,3.0000,,3.0000
Floresta,4,7,4.0000,6.0000,1.0000,3.0000,1.0000,5.0000,2.0000,6.0000
Floresta,19,5,5.0000,12.0000,3.0000,2.0000,3.0000,9.0000,,9.0000
La Carmela,9,6,14.0000,16.0000,12.0000,2.0000,2.0000,14.0000,,16.0000
Floresta,21,4,6.0000,11.0000,2.0000,4.0000,1.0000,10.0000,2.0000,10.0000
Emilio Castro,22,2,10.0000,2.0000,9.0000,1.0000,,2.0000,,2.0000
Bulnes,6,3,13.0000,3.0000,2.0000,11.0000,,3.0000,2.0000,3.0000
Zarate,18,2,8.0000,2.0000,4.0000,4.0000,,2.0000,,2.0000
Dialogos,16,7,8.0000,15.0000,1.0000,7.0000,4.0000,11.0000,4.0000,11.0000
Santa Fe,15,2,6.0000,10.0000,,6.0000,3.0000,7.0000,3.0000,8.0000
Rosario Sur,2,7,2.0000,,,2.0000,,,,
Laferrere,21,3,3.0000,8.0000,,3.0000,2.0000,6.0000,1.0000,8.0000
Maschwitz,5,1,15.0000,,8.0000,7.0000,,,,
Maipu,1,2,7.0000,24.0000,5.0000,2.0000,3.0000,21.0000,,22.0000
Pilar,22,5,7.0000,10.0000,2.0000,5.0000,1.0000,9.0000,2.0000,10.0000
La Bandera,22,4,2.0000,5.0000,,2.0000,,5.0000,1.0000,5.0000
Congreso,4,5,8.0000,5.0000,1.0000,7.0000,,5.0000,4.0000,4.0000
Villa Allende,20,4,3.0000,24.0000,,3.0000,,24.0000,1.0000,18.0000
Pilar,0,2,6.0000,4.0000,2.0000,4.0000,1.0000,3.0000,1.0000,4.0000
Emilio Castro,3,3,5.0000,,4.0000,1.0000,,,1.0000,
Zarate,3,5,9.0000,2.0000,4.0000,5.0000,,2.0000,,2.0000
La Carmela,2,2,8.0000,11.0000,5.0000,3.0000,2.0000,9.0000,,11.0000
San Isidro,2,4,9.0000,,6.0000,3.0000,,,,
La Carmela,23,6,4.0000,8.0000,2.0000,2.0000,3.0000,5.0000,,8.0000
Rosario Sur,2,3,1.0000,,,1.0000,,,,
Quilmes,3,7,1.0000,14.0000,,1.0000,4.0000,10.0000,,14.0000
Rosario Sur,17,7,1.0000,,,1.0000,,,,
Olivos,23,2,3.0000,9.0000,3.0000,,2.0000,7.0000,,9.0000
La Bandera,0,4,1.0000,4.0000,1.0000,,3.0000,1.0000,,4.0000
Maipu,1,6,10.0000,13.0000,10.0000,,2.0000,11.0000,,13.0000
Trelles,2,3,3.0000,8.0000,2.0000,1.0000,2.0000,6.0000,,3.0000
Rivadavia,0,1,1.0000,,1.0000,,,,,
Santa Fe,20,2,2.0000,4.0000,,2.0000,,4.0000,,3.0000
Maschwitz,18,3,5.0000,,,5.0000,,,,
Olivos,1,5,6.0000,9.0000,6.0000,,3.0000,6.0000,,9.0000
Rosario Sur,17,2,5.0000,,1.0000,4.0000,,,,
Rivadavia,19,3,1.0000,,,1.0000,,,,
Rivadavia,8,7,1.0000,,1.0000,,,,,
Rosario Sur,5,4,5.0000,,1.0000,4.0000,,,,
Alberdi,3,3,2.0000,,,2.0000,,,,
Villa Allende,2,5,1.0000,,,1.0000,,,1.0000,
Alberdi,14,1,2.0000,,2.0000,,,,,
Rivadavia,17,4,1.0000,,1.0000,,,,,
OPERADOR LOGISTICO,17,4,,1636.0000,,,,1636.0000,,1636.0000
Laferrere,2,5,2.0000,4.0000,1.0000,1.0000,,4.0000,,4.0000
Maschwitz,20,4,1.0000,,1.0000,,,,,
Alberdi,12,6,2.0000,,1.0000,1.0000,,,,
CORS EVENTOS,12,4,2.0000,,,2.0000,,,,
Alberdi,23,1,2.0000,,2.0000,,,,,
Centenera,23,7,,1.0000,,,,1.0000,,1.0000
Alberdi,2,2,1.0000,,,1.0000,,,,
Buen Ayre,17,2,64.0000,158.0000,34.0000,30.0000,23.0000,135.0000,8.0000,126.0000
Las Heras,8,2,39.0000,38.0000,18.0000,21.0000,4.0000,34.0000,12.0000,38.0000
Quilmes,12,2,10.0000,57.0000,1.0000,9.0000,5.0000,52.0000,,56.0000
El Club,8,3,140.0000,185.0000,80.0000,60.0000,35.0000,150.0000,11.0000,130.0000
Quilmes,16,6,6.0000,31.0000,1.0000,5.0000,7.0000,24.0000,,31.0000
Florencio Varela,4,1,15.0000,24.0000,3.0000,12.0000,14.0000,10.0000,7.0000,24.0000
Fisherton,12,1,21.0000,107.0000,13.0000,8.0000,1.0000,106.0000,1.0000,106.0000
Emilio Castro,14,2,9.0000,27.0000,1.0000,8.0000,1.0000,26.0000,2.0000,27.0000
Lima,7,4,160.0000,53.0000,85.0000,75.0000,14.0000,39.0000,31.0000,43.0000
Boulevard,16,5,13.0000,87.0000,2.0000,11.0000,13.0000,74.0000,4.0000,71.0000
Laferrere,10,2,13.0000,23.0000,8.0000,5.0000,2.0000,21.0000,4.0000,20.0000
La Bandera,12,4,11.0000,124.0000,1.0000,10.0000,4.0000,120.0000,10.0000,124.0000
America,23,7,8.0000,69.0000,3.0000,5.0000,,69.0000,1.0000,58.0000
Villa Allende,7,1,13.0000,16.0000,,13.0000,,16.0000,4.0000,8.0000
Arroyo Seco,0,3,68.0000,48.0000,30.0000,38.0000,16.0000,32.0000,19.0000,38.0000
AUBASA LP-BA,7,5,195.0000,28.0000,119.0000,76.0000,4.0000,24.0000,7.0000,23.0000
Arroyo Seco,15,2,213.0000,275.0000,114.0000,99.0000,48.0000,227.0000,41.0000,215.0000
Gral Paz Capital,22,3,16.0000,19.0000,5.0000,11.0000,5.0000,14.0000,5.0000,19.0000
Ovidio Lagos,23,4,5.0000,13.0000,,5.0000,,13.0000,,13.0000
Zarate Brazo Largo,3,7,14.0000,3.0000,3.0000,11.0000,3.0000,,5.0000,3.0000
Gral Paz Capital,5,1,105.0000,45.0000,45.0000,60.0000,7.0000,38.0000,22.0000,40.0000
Fisherton,14,4,8.0000,113.0000,4.0000,4.0000,1.0000,112.0000,1.0000,113.0000
Pilar,9,6,33.0000,33.0000,23.0000,10.0000,11.0000,22.0000,1.0000,32.0000
Gutierrez,7,2,41.0000,21.0000,21.0000,20.0000,5.0000,16.0000,7.0000,16.0000
Lima,9,4,149.0000,103.0000,61.0000,88.0000,17.0000,86.0000,38.0000,79.0000
Lima,2,2,94.0000,28.0000,27.0000,67.0000,6.0000,22.0000,49.0000,23.0000
AUBASA BA-LP,4,3,18.0000,1.0000,6.0000,12.0000,,1.0000,5.0000,
Olivos,8,5,70.0000,46.0000,49.0000,21.0000,12.0000,34.0000,3.0000,44.0000
Santa Rita,19,2,23.0000,33.0000,9.0000,14.0000,3.0000,30.0000,6.0000,27.0000
Villa Luro,10,6,34.0000,96.0000,13.0000,21.0000,12.0000,84.0000,4.0000,74.0000
Zarate Brazo Largo,6,2,57.0000,7.0000,39.0000,18.0000,1.0000,6.0000,13.0000,4.0000
Villa Allende,19,5,14.0000,43.0000,4.0000,10.0000,1.0000,42.0000,3.0000,33.0000
Las Heras,11,4,22.0000,57.0000,2.0000,20.0000,6.0000,51.0000,5.0000,57.0000
Quilmes,7,6,36.0000,71.0000,12.0000,24.0000,11.0000,60.0000,,71.0000
Santa Rita,5,6,31.0000,19.0000,29.0000,2.0000,12.0000,7.0000,,19.0000
Rosario Sur,5,3,15.0000,,4.0000,11.0000,,,1.0000,
Pilar,6,1,30.0000,8.0000,20.0000,10.0000,,8.0000,2.0000,7.0000
Del Tejar,8,3,87.0000,60.0000,68.0000,19.0000,21.0000,39.0000,2.0000,48.0000
Fisherton,16,3,9.0000,180.0000,3.0000,6.0000,,180.0000,1.0000,176.0000
Buen Ayre,0,3,85.0000,46.0000,40.0000,45.0000,1.0000,45.0000,10.0000,36.0000
Luis Viale,18,3,22.0000,95.0000,8.0000,14.0000,1.0000,94.0000,5.0000,36.0000
El Club,22,6,13.0000,50.0000,7.0000,6.0000,,50.0000,,40.0000
Villa Luro,9,6,56.0000,83.0000,32.0000,24.0000,15.0000,68.0000,5.0000,63.0000
El Arco,14,4,6.0000,70.0000,1.0000,5.0000,4.0000,66.0000,3.0000,51.0000
Florencio Varela,8,3,74.0000,86.0000,51.0000,23.0000,11.0000,75.0000,8.0000,60.0000
Alsina,22,4,5.0000,37.0000,5.0000,,3.0000,34.0000,,32.0000
America,6,1,13.0000,18.0000,5.0000,8.0000,4.0000,14.0000,2.0000,13.0000
Floresta,1,7,12.0000,21.0000,6.0000,6.0000,2.0000,19.0000,3.0000,20.0000
Olivos,14,5,15.0000,25.0000,15.0000,,2.0000,23.0000,,23.0000
Cabildo,16,2,10.0000,15.0000,6.0000,4.0000,,15.0000,,15.0000
Amanecer,12,4,17.0000,56.0000,6.0000,11.0000,5.0000,51.0000,1.0000,50.0000
Gral Paz Capital,3,2,62.0000,12.0000,21.0000,41.0000,1.0000,11.0000,8.0000,12.0000
Villa Luro,19,6,20.0000,48.0000,9.0000,11.0000,4.0000,44.0000,3.0000,32.0000
Alvear,21,7,17.0000,66.0000,7.0000,10.0000,6.0000,60.0000,5.0000,45.0000
Las Heras,0,2,15.0000,11.0000,2.0000,13.0000,3.0000,8.0000,1.0000,11.0000
Alvear,12,2,37.0000,138.0000,12.0000,25.0000,19.0000,119.0000,4.0000,102.0000
Ovidio Lagos,18,6,4.0000,62.0000,1.0000,3.0000,3.0000,59.0000,,61.0000
Maipu,11,4,12.0000,82.0000,11.0000,1.0000,13.0000,69.0000,,79.0000
Emilio Castro,8,2,76.0000,15.0000,58.0000,18.0000,3.0000,12.0000,2.0000,15.0000
Garay,22,6,12.0000,25.0000,2.0000,10.0000,2.0000,23.0000,5.0000,21.0000
Pilar,6,3,22.0000,10.0000,14.0000,8.0000,6.0000,4.0000,1.0000,10.0000
Las Heras,14,1,23.0000,9.0000,5.0000,18.0000,1.0000,8.0000,12.0000,9.0000
AUBASA BA-LP,10,7,111.0000,98.0000,41.0000,70.0000,19.0000,79.0000,25.0000,77.0000
Emilio Castro,16,1,6.0000,4.0000,1.0000,5.0000,,4.0000,,2.0000
Buen Ayre,13,4,58.0000,100.0000,19.0000,39.0000,9.0000,91.0000,8.0000,69.0000
Arroyo Seco,10,7,301.0000,223.0000,168.0000,133.0000,32.0000,191.0000,50.0000,196.0000
Alsina,17,7,18.0000,29.0000,7.0000,11.0000,2.0000,27.0000,1.0000,20.0000
Zarate,8,1,19.0000,6.0000,15.0000,4.0000,,6.0000,1.0000,6.0000
Fisherton,11,2,28.0000,288.0000,14.0000,14.0000,1.0000,287.0000,5.0000,284.0000
Bonpland,1,7,31.0000,53.0000,17.0000,14.0000,9.0000,44.0000,5.0000,45.0000
Cabildo,6,4,20.0000,18.0000,13.0000,7.0000,4.0000,14.0000,,18.0000
Boulevard,9,5,37.0000,99.0000,14.0000,23.0000,11.0000,88.0000,12.0000,86.0000
Del Tejar,7,6,82.0000,46.0000,56.0000,26.0000,17.0000,29.0000,1.0000,43.0000
Buen Ayre,14,4,62.0000,152.0000,14.0000,48.0000,10.0000,142.0000,12.0000,92.0000
Luis Viale,22,6,13.0000,62.0000,6.0000,7.0000,2.0000,60.0000,1.0000,20.0000
Parque Sarmiento,3,2,3.0000,2.0000,2.0000,1.0000,1.0000,1.0000,,2.0000
Fisherton,10,7,50.0000,288.0000,22.0000,28.0000,3.0000,285.0000,9.0000,285.0000
Fisherton,17,3,14.0000,252.0000,2.0000,12.0000,2.0000,250.0000,3.0000,246.0000
Ovidio Lagos,6,6,8.0000,24.0000,1.0000,7.0000,5.0000,19.0000,,24.0000
Trelles,7,2,52.0000,29.0000,32.0000,20.0000,3.0000,26.0000,5.0000,22.0000
Florencio Varela,13,3,6.0000,48.0000,3.0000,3.0000,4.0000,44.0000,1.0000,30.0000
Pilar,5,2,22.0000,7.0000,9.0000,13.0000,1.0000,6.0000,4.0000,7.0000
Floresta,7,6,49.0000,42.0000,8.0000,41.0000,16.0000,26.0000,5.0000,38.0000
Quilmes,22,4,2.0000,12.0000,,2.0000,2.0000,10.0000,,11.0000
Villa Allende,15,1,10.0000,12.0000,1.0000,9.0000,,12.0000,3.0000,2.0000
Pilar,7,6,65.0000,16.0000,57.0000,8.0000,9.0000,7.0000,1.0000,16.0000
Alvear,0,7,18.0000,79.0000,6.0000,12.0000,10.0000,69.0000,4.0000,62.0000
Buen Ayre,7,7,137.0000,48.0000,73.0000,64.0000,5.0000,43.0000,13.0000,40.0000
Zarate Brazo Largo,16,1,35.0000,16.0000,11.0000,24.0000,2.0000,14.0000,7.0000,13.0000
Maschwitz,21,1,6.0000,,,6.0000,,,,
Bonpland,17,4,19.0000,88.0000,4.0000,15.0000,8.0000,80.0000,5.0000,64.0000
Alvear,19,3,43.0000,83.0000,15.0000,28.0000,9.0000,74.0000,6.0000,63.0000
Cabildo,8,7,19.0000,23.0000,10.0000,9.0000,5.0000,18.0000,,23.0000
CORS Alem,7,4,183.0000,1.0000,82.0000,101.0000,,1.0000,20.0000,1.0000
Parque Sarmiento,9,6,48.0000,106.0000,22.0000,26.0000,3.0000,103.0000,8.0000,86.0000
Emilio Castro,1,4,3.0000,4.0000,2.0000,1.0000,2.0000,2.0000,,4.0000
Cabildo,11,4,12.0000,14.0000,6.0000,6.0000,,14.0000,,14.0000
Maipu,7,7,13.0000,14.0000,12.0000,1.0000,2.0000,12.0000,,14.0000
Buen Ayre,22,4,19.0000,42.0000,2.0000,17.0000,1.0000,41.0000,9.0000,24.0000
Garay,9,2,48.0000,78.0000,27.0000,21.0000,8.0000,70.0000,5.0000,70.0000
Fisherton,11,6,31.0000,289.0000,13.0000,18.0000,3.0000,286.0000,4.0000,285.0000
Las Heras,9,7,35.0000,21.0000,14.0000,21.0000,3.0000,18.0000,10.0000,20.0000
Ovidio Lagos,1,5,6.0000,36.0000,1.0000,5.0000,,36.0000,,36.0000
La Carmela,8,7,54.0000,37.0000,17.0000,37.0000,11.0000,26.0000,1.0000,34.0000
Arroyo Seco,7,1,214.0000,50.0000,115.0000,99.0000,22.0000,28.0000,40.0000,46.0000
La Bandera,12,1,11.0000,55.0000,6.0000,5.0000,,55.0000,3.0000,55.0000
Luis Viale,9,6,33.0000,71.0000,16.0000,17.0000,5.0000,66.0000,9.0000,36.0000
AUBASA LP-BA,15,3,60.0000,74.0000,9.0000,51.0000,7.0000,67.0000,15.0000,55.0000
Florencio Varela,9,7,31.0000,29.0000,21.0000,10.0000,7.0000,22.0000,3.0000,24.0000
Lima,9,1,149.0000,86.0000,72.0000,77.0000,13.0000,73.0000,36.0000,67.0000
San Isidro,12,5,26.0000,60.0000,8.0000,18.0000,4.0000,56.0000,7.0000,44.0000
Villa Allende,16,2,8.0000,69.0000,2.0000,6.0000,4.0000,65.0000,2.0000,53.0000
La Bandera,11,5,29.0000,169.0000,17.0000,12.0000,11.0000,158.0000,12.0000,169.0000
Centenera,6,3,43.0000,15.0000,27.0000,16.0000,1.0000,14.0000,9.0000,13.0000
Santa Rita,10,6,38.0000,78.0000,15.0000,23.0000,21.0000,57.0000,8.0000,68.0000
AUBASA BA-LP,11,1,98.0000,73.0000,33.0000,65.0000,9.0000,64.0000,27.0000,54.0000
AUBASA BA-LP,23,3,18.0000,12.0000,3.0000,15.0000,,12.0000,3.0000,7.0000
Lima,3,2,87.0000,24.0000,27.0000,60.0000,4.0000,20.0000,44.0000,14.0000
Buen Ayre,14,5,54.0000,172.0000,18.0000,36.0000,9.0000,163.0000,8.0000,110.0000
Del Tejar,12,1,20.0000,34.0000,16.0000,4.0000,2.0000,32.0000,,23.0000
Centenera,10,1,15.0000,4.0000,14.0000,1.0000,1.0000,3.0000,,4.0000
El Club,20,6,27.0000,103.0000,12.0000,15.0000,13.0000,90.0000,4.0000,92.0000
Alberdi,22,2,3.0000,,1.0000,2.0000,,,,
Santa Fe,7,6,26.0000,10.0000,7.0000,19.0000,2.0000,8.0000,5.0000,9.0000
Lima,17,5,165.0000,106.0000,60.0000,105.0000,18.0000,88.0000,38.0000,81.0000
Emilio Castro,8,4,58.0000,18.0000,25.0000,33.0000,5.0000,13.0000,7.0000,16.0000
Congreso,14,1,10.0000,18.0000,6.0000,4.0000,4.0000,14.0000,2.0000,15.0000
Floresta,6,5,37.0000,17.0000,6.0000,31.0000,5.0000,12.0000,7.0000,11.0000
Las Heras,13,2,19.0000,40.0000,8.0000,11.0000,6.0000,34.0000,6.0000,38.0000
Los Incas,11,5,27.0000,1.0000,13.0000,14.0000,,1.0000,,1.0000
Dialogos,16,5,9.0000,20.0000,7.0000,2.0000,12.0000,8.0000,1.0000,20.0000
Garay,5,3,28.0000,16.0000,22.0000,6.0000,6.0000,10.0000,3.0000,15.0000
Villa Luro,21,2,6.0000,16.0000,4.0000,2.0000,4.0000,12.0000,,14.0000
Laferrere,1,7,7.0000,34.0000,,7.0000,21.0000,13.0000,4.0000,34.0000
Los Incas,9,3,34.0000,,16.0000,18.0000,,,,
Congreso,8,2,49.0000,61.0000,21.0000,28.0000,10.0000,51.0000,5.0000,56.0000
Ovidio Lagos,1,3,6.0000,29.0000,,6.0000,3.0000,26.0000,,29.0000
Emilio Castro,20,2,10.0000,19.0000,3.0000,7.0000,1.0000,18.0000,3.0000,19.0000
Gral Paz Capital,11,6,82.0000,121.0000,40.0000,42.0000,8.0000,113.0000,8.0000,93.0000
Pilar,13,3,13.0000,18.0000,4.0000,9.0000,,18.0000,3.0000,17.0000
AUBASA LP-BA,3,4,17.0000,,7.0000,10.0000,,,2.0000,
Villa Luro,15,3,22.0000,83.0000,9.0000,13.0000,5.0000,78.0000,3.0000,46.0000
America,0,6,15.0000,38.0000,8.0000,7.0000,4.0000,34.0000,2.0000,18.0000
Laferrere,6,1,13.0000,12.0000,3.0000,10.0000,6.0000,6.0000,7.0000,11.0000
Arroyo Seco,10,2,217.0000,149.0000,117.0000,100.0000,35.0000,114.0000,41.0000,116.0000
Amanecer,7,3,62.0000,79.0000,38.0000,24.0000,20.0000,59.0000,11.0000,75.0000
Alsina,22,5,10.0000,23.0000,8.0000,2.0000,,23.0000,,23.0000
Floresta,6,1,11.0000,20.0000,6.0000,5.0000,10.0000,10.0000,2.0000,11.0000
Bonpland,19,3,13.0000,64.0000,3.0000,10.0000,13.0000,51.0000,1.0000,46.0000
Santa Rita,10,7,26.0000,65.0000,10.0000,16.0000,9.0000,56.0000,7.0000,55.0000
Alberdi,20,3,2.0000,,2.0000,,,,,
Arroyo Seco,15,3,200.0000,194.0000,108.0000,92.0000,14.0000,180.0000,31.0000,155.0000
Gral Paz Provincia,18,1,37.0000,81.0000,20.0000,17.0000,10.0000,71.0000,2.0000,65.0000
Gutierrez,13,4,14.0000,55.0000,4.0000,10.0000,5.0000,50.0000,5.0000,37.0000
Bulnes,10,2,16.0000,80.0000,3.0000,13.0000,1.0000,79.0000,1.0000,68.0000
Del Tejar,5,5,9.0000,16.0000,7.0000,2.0000,3.0000,13.0000,,11.0000
Lima,3,7,90.0000,24.0000,29.0000,61.0000,4.0000,20.0000,28.0000,11.0000
Gutierrez,9,4,61.0000,44.0000,22.0000,39.0000,10.0000,34.0000,6.0000,30.0000
Dialogos,16,1,12.0000,17.0000,8.0000,4.0000,4.0000,13.0000,,12.0000
Floresta,2,7,5.0000,28.0000,,5.0000,5.0000,23.0000,2.0000,26.0000
Los Incas,4,5,7.0000,2.0000,6.0000,1.0000,,2.0000,,2.0000
AUBASA BA-LP,3,4,19.0000,1.0000,9.0000,10.0000,,1.0000,3.0000,1.0000
Olivos,12,2,11.0000,28.0000,9.0000,2.0000,7.0000,21.0000,,26.0000
Bulnes,14,6,4.0000,38.0000,1.0000,3.0000,1.0000,37.0000,1.0000,33.0000
Emilio Castro,15,2,12.0000,19.0000,1.0000,11.0000,,19.0000,5.0000,18.0000
San Isidro,5,4,7.0000,7.0000,6.0000,1.0000,1.0000,6.0000,1.0000,5.0000
Olivos,5,4,13.0000,13.0000,13.0000,,4.0000,9.0000,,13.0000
Centenera,2,6,8.0000,7.0000,3.0000,5.0000,4.0000,3.0000,2.0000,6.0000
Quilmes,19,3,8.0000,24.0000,2.0000,6.0000,1.0000,23.0000,2.0000,24.0000
La Carmela,10,2,15.0000,10.0000,4.0000,11.0000,4.0000,6.0000,,10.0000
Luis Viale,10,2,20.0000,94.0000,13.0000,7.0000,6.0000,88.0000,3.0000,63.0000
AUBASA BA-LP,14,5,63.0000,63.0000,18.0000,45.0000,4.0000,59.0000,12.0000,43.0000
Villa Luro,23,1,7.0000,32.0000,2.0000,5.0000,7.0000,25.0000,1.0000,24.0000
Gutierrez,0,1,8.0000,52.0000,6.0000,2.0000,5.0000,47.0000,,38.0000
El Arco,1,6,8.0000,12.0000,1.0000,7.0000,,12.0000,5.0000,8.0000
Alvear,9,7,79.0000,114.0000,36.0000,43.0000,12.0000,102.0000,16.0000,92.0000
Quilmes,18,4,12.0000,54.0000,5.0000,7.0000,1.0000,53.0000,1.0000,53.0000
Alsina,1,7,20.0000,40.0000,14.0000,6.0000,6.0000,34.0000,2.0000,32.0000
Ovidio Lagos,16,6,4.0000,75.0000,1.0000,3.0000,,75.0000,,75.0000
Las Heras,23,4,6.0000,8.0000,1.0000,5.0000,4.0000,4.0000,3.0000,8.0000
Alsina,20,6,13.0000,53.0000,7.0000,6.0000,1.0000,52.0000,1.0000,27.0000
Las Heras,18,7,27.0000,24.0000,4.0000,23.0000,3.0000,21.0000,8.0000,24.0000
Olivos,17,3,16.0000,36.0000,15.0000,1.0000,4.0000,32.0000,,26.0000
Gral Paz Capital,0,4,19.0000,54.0000,5.0000,14.0000,9.0000,45.0000,3.0000,51.0000
Alsina,7,4,40.0000,20.0000,24.0000,16.0000,3.0000,17.0000,6.0000,15.0000
Emilio Castro,12,5,12.0000,6.0000,8.0000,4.0000,,6.0000,1.0000,5.0000
Alsina,23,2,6.0000,15.0000,3.0000,3.0000,5.0000,10.0000,,14.0000
San Isidro,21,5,12.0000,14.0000,4.0000,8.0000,,14.0000,1.0000,7.0000
Los Incas,5,3,10.0000,,8.0000,2.0000,,,,
Zarate,22,1,13.0000,3.0000,2.0000,11.0000,2.0000,1.0000,,3.0000
Santa Rita,1,1,10.0000,20.0000,3.0000,7.0000,8.0000,12.0000,,20.0000
Luis Viale,0,5,5.0000,33.0000,3.0000,2.0000,1.0000,32.0000,1.0000,27.0000
Ovidio Lagos,22,5,4.0000,29.0000,,4.0000,1.0000,28.0000,,29.0000
Centenera,3,2,5.0000,3.0000,,5.0000,,3.0000,1.0000,3.0000
Alsina,22,7,5.0000,42.0000,5.0000,,3.0000,39.0000,,40.0000
Del Tejar,17,1,13.0000,34.0000,11.0000,2.0000,1.0000,33.0000,1.0000,30.0000
Trelles,11,3,13.0000,41.0000,4.0000,9.0000,1.0000,40.0000,1.0000,22.0000
Garay,17,1,23.0000,41.0000,5.0000,18.0000,7.0000,34.0000,8.0000,30.0000
Amanecer,3,1,7.0000,23.0000,,7.0000,9.0000,14.0000,2.0000,23.0000
Pilar,9,7,36.0000,22.0000,23.0000,13.0000,3.0000,19.0000,,19.0000
AUBASA LP-BA,1,1,58.0000,34.0000,17.0000,41.0000,3.0000,31.0000,13.0000,26.0000
Luis Viale,15,2,14.0000,91.0000,5.0000,9.0000,5.0000,86.0000,2.0000,65.0000
Quilmes,18,1,14.0000,36.0000,5.0000,9.0000,3.0000,33.0000,2.0000,35.0000
Cabildo,13,6,4.0000,13.0000,3.0000,1.0000,1.0000,12.0000,,13.0000
Laferrere,0,7,4.0000,16.0000,,4.0000,5.0000,11.0000,1.0000,16.0000
Congreso,19,6,16.0000,29.0000,5.0000,11.0000,6.0000,23.0000,3.0000,26.0000
America,13,3,11.0000,41.0000,4.0000,7.0000,3.0000,38.0000,3.0000,32.0000
Alsina,6,2,22.0000,26.0000,14.0000,8.0000,7.0000,19.0000,2.0000,21.0000
Emilio Castro,18,6,13.0000,5.0000,1.0000,12.0000,1.0000,4.0000,1.0000,5.0000
Congreso,10,5,29.0000,69.0000,10.0000,19.0000,7.0000,62.0000,6.0000,56.0000
America,20,7,6.0000,42.0000,2.0000,4.0000,6.0000,36.0000,,33.0000
