estacion,hora,dia_semana,q_cafes_local_mas_1
Laferrere,6,1,59.0000
Villa Luro,9,6,198.0000
Fisherton,16,3,239.0000
America,11,6,73.0000
Villa Luro,19,6,102.0000
Pilar,6,3,28.0000
Cabildo,4,1,10.0000
Garay,17,1,75.0000
La Bandera,19,6,123.0000
Santa Rita,10,7,181.0000
Alvear,12,2,148.0000
Zarate Brazo Largo,7,7,377.0000
Arroyo Seco,10,7,2020.0000
Gral Paz Provincia,18,1,355.0000
Alsina,19,4,30.0000
Pilar,1,1,51.0000
Rosario Sur,10,6,
AUBASA BA-LP,10,7,885.0000
Boulevard,9,5,234.0000
Pilar,11,7,152.0000
Cabildo,9,6,20.0000
Buen Ayre,13,4,213.0000
Zarate,8,1,40.0000
Arroyo Seco,15,3,588.0000
Emilio Castro,6,5,23.0000
Congreso,17,5,110.0000
La Carmela,14,4,29.0000
La Bandera,17,3,225.0000
Olivos,16,4,95.0000
Luis Viale,21,2,33.0000
Alvear,1,2,85.0000
Garay,14,1,39.0000
Zarate Brazo Largo,3,5,6.0000
Emilio Castro,16,6,27.0000
El Arco,10,5,361.0000
AUBASA LP-BA,22,4,16.0000
El Arco,14,3,72.0000
Bonpland,14,3,90.0000
Ovidio Lagos,2,7,62.0000
Congreso,7,4,51.0000
La Carmela,5,2,64.0000
Garay,9,7,169.0000
San Isidro,13,6,85.0000
Villa Luro,8,2,143.0000
Bonpland,19,5,60.0000
Fisherton,3,7,67.0000
Gral Paz Capital,4,6,37.0000
Garay,18,5,97.0000
Villa Luro,12,3,64.0000
Del Tejar,0,1,96.0000
Laferrere,12,4,39.0000
Villa Luro,17,4,187.0000
Amanecer,5,4,15.0000
Parque Sarmiento,8,1,66.0000
Santa Rita,6,2,56.0000
Alsina,7,5,65.0000
Trelles,7,7,44.0000
Garay,8,1,48.0000
La Carmela,5,3,53.0000
Villa Luro,18,4,236.0000
Villa Allende,13,7,63.0000
Centenera,20,3,10.0000
Pilar,1,3,12.0000
El Arco,10,1,292.0000
Gral Paz Capital,20,7,92.0000
Olivos,17,1,89.0000
Luis Viale,5,7,25.0000
Florencio Varela,8,1,150.0000
Parque Sarmiento,11,7,134.0000
Bonpland,1,2,39.0000
America,14,3,32.0000
Trelles,8,2,34.0000
La Bandera,13,3,74.0000
Garay,10,5,163.0000
Amanecer,0,6,36.0000
Gutierrez,23,4,48.0000
Amanecer,17,7,89.0000
AUBASA LP-BA,16,5,265.0000
La Bandera,22,5,10.0000
Cabildo,13,1,2.0000
Gral Paz Capital,23,5,134.0000
Garay,13,7,44.0000
Dialogos,1,6,30.0000
Florencio Varela,22,2,32.0000
Zarate,19,6,19.0000
Floresta,11,2,41.0000
San Isidro,15,6,91.0000
Gral Paz Provincia,20,3,122.0000
Gutierrez,13,5,117.0000
Alsina,10,6,110.0000
El Arco,9,1,179.0000
Arroyo Seco,23,6,165.0000
Amanecer,10,2,131.0000
Arroyo Seco,20,1,476.0000
Congreso,18,7,59.0000
Luis Viale,22,1,23.0000
Maipu,1,6,17.0000
Congreso,2,2,6.0000
Floresta,21,2,14.0000
Maschwitz,9,2,
Bulnes,11,6,107.0000
Pilar,16,3,91.0000
Fisherton,16,5,284.0000
AUBASA LP-BA,22,6,52.0000
Rosario Sur,8,6,
Dialogos,23,7,49.0000
Pilar,4,5,9.0000
Villa Allende,17,4,132.0000
Buen Ayre,2,6,37.0000
Del Tejar,16,2,86.0000
El Club,10,2,264.0000
Buen Ayre,22,2,97.0000
Buen Ayre,23,1,130.0000
Fisherton,14,1,56.0000
Bonpland,23,1,67.0000
Alvear,21,2,38.0000
Gral Paz Provincia,3,6,51.0000
Centenera,10,1,85.0000
Las Heras,13,2,15.0000
Florencio Varela,22,4,23.0000
Florencio Varela,4,1,91.0000
Villa Allende,19,5,123.0000
America,23,7,86.0000
Pilar,9,6,156.0000
Gutierrez,7,2,160.0000
Gral Paz Capital,22,3,74.0000
Santa Rita,19,2,60.0000
Villa Luro,15,3,138.0000
Emilio Castro,20,2,28.0000
Buen Ayre,0,3,182.0000
Villa Luro,13,5,71.0000
El Arco,14,4,82.0000
Del Tejar,8,3,137.0000
America,0,6,148.0000
Pilar,9,7,188.0000
Luis Viale,15,2,67.0000
Alvear,4,2,26.0000
Garay,22,6,22.0000
Olivos,1,2,30.0000
Floresta,6,1,78.0000
Luis Viale,23,4,32.0000
Emilio Castro,16,1,19.0000
Bulnes,10,2,134.0000
Del Tejar,5,5,15.0000
Centenera,13,1,9.0000
Fisherton,11,2,335.0000
El Arco,6,4,40.0000
Gral Paz Provincia,3,3,39.0000
Congreso,8,6,99.0000
Garay,6,4,34.0000
AUBASA LP-BA,22,7,62.0000
Las Heras,14,3,43.0000
Luis Viale,18,6,73.0000
Emilio Castro,16,5,34.0000
Boulevard,11,3,161.0000
Ovidio Lagos,18,2,115.0000
Las Heras,19,3,31.0000
Parque Sarmiento,14,6,47.0000
Villa Luro,17,1,145.0000
Maipu,0,5,23.0000
Olivos,12,6,26.0000
Congreso,19,2,50.0000
Luis Viale,8,7,99.0000
Dialogos,20,6,29.0000
Las Heras,8,1,34.0000
Boulevard,1,1,36.0000
Trelles,10,6,78.0000
Ovidio Lagos,7,1,53.0000
Zarate Brazo Largo,3,1,12.0000
Garay,8,2,134.0000
AUBASA LP-BA,23,1,54.0000
Quilmes,19,1,64.0000
America,21,1,48.0000
Bonpland,20,3,39.0000
Maipu,22,1,46.0000
America,13,7,73.0000
Fisherton,2,5,31.0000
Zarate,6,6,28.0000
Congreso,17,6,106.0000
Fisherton,19,2,256.0000
Amanecer,17,3,154.0000
Garay,5,7,28.0000
Garay,20,4,48.0000
Maipu,5,7,62.0000
Zarate Brazo Largo,20,3,6.0000
Gutierrez,9,6,193.0000
Fisherton,4,4,21.0000
Luis Viale,22,4,45.0000
Bonpland,15,5,89.0000
Quilmes,3,7,25.0000
Ovidio Lagos,11,4,141.0000
Bulnes,11,4,118.0000
La Carmela,16,7,36.0000
Florencio Varela,17,4,110.0000
Dialogos,22,2,29.0000
Las Heras,13,6,16.0000
Santa Fe,15,2,14.0000
Alsina,17,2,27.0000
Zarate,11,6,42.0000
Zarate,7,3,47.0000
Rosario Sur,23,1,
America,7,5,160.0000
Quilmes,3,5,6.0000
Villa Luro,1,5,45.0000
Laferrere,2,1,61.0000
Los Incas,19,4,
Quilmes,6,6,38.0000
Buen Ayre,5,6,82.0000
Zarate Brazo Largo,0,5,8.0000
Arroyo Seco,21,3,139.0000
Villa Allende,11,2,199.0000
Alberdi,7,6,
Zarate,5,3,
Bulnes,8,6,70.0000
Fisherton,6,7,147.0000
San Isidro,14,5,69.0000
Amanecer,1,5,30.0000
Maschwitz,0,1,
Las Heras,8,2,68.0000
Congreso,14,1,18.0000
Gutierrez,3,1,32.0000
Dialogos,16,5,64.0000
Laferrere,10,2,98.0000
Villa Luro,21,2,43.0000
Zarate Brazo Largo,20,7,26.0000
Gral Paz Capital,11,6,241.0000
Santa Rita,1,1,39.0000
Del Tejar,0,6,29.0000
Del Tejar,21,6,26.0000
Emilio Castro,8,2,37.0000
Bonpland,19,3,82.0000
AUBASA LP-BA,1,1,117.0000
Bonpland,1,7,95.0000
Quilmes,18,1,81.0000
Las Heras,15,6,32.0000
Centenera,10,6,93.0000
Bonpland,19,2,98.0000
Villa Allende,2,1,17.0000
Alsina,23,4,36.0000
Dialogos,12,7,36.0000
El Arco,21,7,63.0000
Villa Luro,23,5,107.0000
La Bandera,23,4,11.0000
Villa Allende,4,7,3.0000
Congreso,14,5,40.0000
Alvear,23,4,95.0000
Alsina,8,6,67.0000
Zarate Brazo Largo,17,5,97.0000
Garay,14,3,66.0000
Emilio Castro,5,5,17.0000
Las Heras,2,5,21.0000
Quilmes,6,2,25.0000
Olivos,0,4,21.0000
Centenera,19,7,41.0000
La Bandera,0,4,7.0000
Gutierrez,23,6,59.0000
Amanecer,10,3,84.0000
Boulevard,13,2,54.0000
Florencio Varela,19,7,72.0000
America,17,1,102.0000
Quilmes,4,7,35.0000
Boulevard,20,4,32.0000
Trelles,5,2,38.0000
La Carmela,9,6,81.0000
Maipu,4,7,16.0000
Floresta,21,4,16.0000
Laferrere,14,4,35.0000
Trelles,8,3,46.0000
Dialogos,16,7,36.0000
Laferrere,17,3,51.0000
Laferrere,2,5,4.0000
Olivos,1,5,18.0000
Garay,19,1,66.0000
Gral Paz Capital,16,4,226.0000
Alvear,4,7,54.0000
Laferrere,4,6,12.0000
Quilmes,12,2,81.0000
Floresta,3,6,12.0000
Los Incas,11,5,
Dialogos,22,7,41.0000
Dialogos,8,1,53.0000
Santa Fe,7,6,20.0000
Del Tejar,19,3,55.0000
Fisherton,14,4,123.0000
Zarate,22,1,2.0000
AUBASA BA-LP,4,3,26.0000
Laferrere,1,7,64.0000
Amanecer,12,4,90.0000
Villa Luro,4,2,23.0000
Del Tejar,17,1,69.0000
Ovidio Lagos,22,5,18.0000
Villa Luro,13,7,55.0000
AUBASA LP-BA,21,5,28.0000
AUBASA LP-BA,3,4,8.0000
Florencio Varela,22,3,36.0000
La Carmela,15,4,36.0000
Las Heras,14,1,7.0000
Alvear,21,7,83.0000
Gutierrez,13,4,83.0000
Floresta,20,5,7.0000
Alvear,20,2,113.0000
Maipu,22,2,20.0000
AUBASA LP-BA,22,5,27.0000
Laferrere,7,7,66.0000
Los Incas,1,1,
Dialogos,14,6,33.0000
Del Tejar,22,5,26.0000
La Bandera,16,3,173.0000
Alsina,20,4,26.0000
Alsina,3,7,16.0000
Florencio Varela,0,2,67.0000
Maipu,13,3,21.0000
Gral Paz Provincia,22,3,57.0000
Zarate,4,6,4.0000
Olivos,9,5,73.0000
AUBASA BA-LP,2,3,21.0000
Santa Fe,18,4,22.0000
Santa Rita,6,6,80.0000
Centenera,12,6,89.0000
Zarate,5,4,5.0000
La Carmela,23,6,12.0000
Centenera,0,1,4.0000
Pilar,22,5,13.0000
Emilio Castro,0,2,18.0000
Pilar,13,4,36.0000
Laferrere,21,3,4.0000
AUBASA LP-BA,4,7,36.0000
Emilio Castro,8,4,28.0000
Luis Viale,0,5,43.0000
America,6,1,23.0000
Alsina,22,7,28.0000
Pilar,13,3,30.0000
Olivos,21,1,16.0000
Santa Rita,5,6,42.0000
Amanecer,3,1,65.0000
Trelles,12,2,30.0000
Maipu,11,4,64.0000
Laferrere,0,7,47.0000
Parque Sarmiento,2,5,12.0000
Emilio Castro,10,2,34.0000
Dialogos,1,1,31.0000
AUBASA BA-LP,0,1,236.0000
OPERADOR LOGISTICO 2,10,2,834.0000
Buen Ayre,1,7,109.0000
Congreso,1,5,21.0000
Santa Rita,7,3,86.0000
Parque Sarmiento,20,3,81.0000
CORS Alem,11,4,1.0000
Garay,19,4,84.0000
Dialogos,16,2,60.0000
La Bandera,13,6,92.0000
Alsina,21,6,19.0000
Zarate,15,7,4.0000
Ovidio Lagos,16,2,79.0000
Floresta,19,5,20.0000
Gral Paz Capital,0,5,77.0000
Dialogos,18,3,103.0000
Maipu,19,6,42.0000
America,4,2,21.0000
Floresta,6,5,41.0000
Centenera,23,5,4.0000
Garay,5,3,20.0000
Bonpland,21,6,47.0000
Ovidio Lagos,18,6,92.0000
Dialogos,1,4,26.0000
Garay,22,2,17.0000
Zarate,8,3,40.0000
San Isidro,20,5,36.0000
Emilio Castro,19,4,23.0000
Pilar,1,6,12.0000
El Arco,15,5,76.0000
Villa Allende,6,3,5.0000
OPERADOR LOGISTICO 2,16,6,15584.0000
Parque Sarmiento,13,2,31.0000
Boulevard,0,7,32.0000
Zarate,20,7,7.0000
Dialogos,10,1,94.0000
Maipu,22,7,24.0000
Bulnes,12,4,68.0000
Floresta,11,6,35.0000
Gutierrez,22,6,25.0000
Gutierrez,21,5,27.0000
Congreso,3,3,
Congreso,12,2,27.0000
Quilmes,21,6,22.0000
OPERADOR LOGISTICO,15,4,2536.0000
Alberdi,12,6,
Parque Sarmiento,0,6,28.0000
Laferrere,2,2,45.0000
Maschwitz,5,1,
Fisherton,4,3,46.0000
Zarate,3,5,5.0000
Maschwitz,19,3,
Amanecer,7,3,81.0000
Gral Paz Capital,3,2,33.0000
Olivos,22,7,39.0000
Floresta,11,1,40.0000
Del Tejar,3,5,12.0000
Parque Sarmiento,5,7,12.0000
San Isidro,20,7,36.0000
OPERADOR LOGISTICO 2,12,5,15166.0000
Trelles,5,1,25.0000
Villa Allende,20,4,60.0000
Maschwitz,19,7,
La Carmela,21,7,4.0000
Zarate,18,2,22.0000
Los Incas,3,7,
Luis Viale,2,2,12.0000
Congreso,21,6,4.0000
Maschwitz,11,6,
Santa Rita,1,6,39.0000
Maipu,22,4,20.0000
Ovidio Lagos,4,4,6.0000
Alsina,7,4,67.0000
San Isidro,21,5,19.0000
Luis Viale,18,3,49.0000
Congreso,20,2,15.0000
Luis Viale,19,3,58.0000
Los Incas,5,2,
OPERADOR LOGISTICO,21,6,5560.0000
El Arco,17,7,114.0000
La Carmela,2,7,6.0000
Garay,23,5,16.0000
Florencio Varela,23,4,34.0000
Rosario Sur,7,2,
Cabildo,20,2,4.0000
Olivos,7,7,36.0000
Alberdi,15,6,
Alberdi,18,3,
Zarate,8,5,50.0000
OPERADOR LOGISTICO,19,2,1848.0000
Del Tejar,21,5,26.0000
San Isidro,2,4,17.0000
Santa Rita,21,3,16.0000
Las Heras,23,3,11.0000
Floresta,9,1,49.0000
Florencio Varela,21,2,32.0000
America,3,7,15.0000
Villa Allende,0,7,20.0000
Zarate Brazo Largo,2,5,
Zarate,12,6,4.0000
Alsina,15,1,13.0000
Bulnes,21,3,6.0000
La Carmela,2,2,18.0000
Olivos,23,2,10.0000
La Carmela,16,6,28.0000
Floresta,3,3,4.0000
La Bandera,14,1,35.0000
Luis Viale,21,7,22.0000
El Arco,2,6,20.0000
Olivos,21,5,6.0000
Del Tejar,3,6,20.0000
Florencio Varela,17,1,93.0000
Zarate Brazo Largo,22,2,15.0000
Santa Fe,18,6,16.0000
Luis Viale,6,3,20.0000
Floresta,9,2,38.0000
Emilio Castro,21,3,8.0000
Bonpland,4,5,26.0000
Floresta,4,7,30.0000
Alsina,13,4,28.0000
Los Incas,2,2,
Ovidio Lagos,1,3,30.0000
Cabildo,6,4,16.0000
Luis Viale,1,4,19.0000
CORS Alem,13,2,
San Isidro,0,6,35.0000
La Bandera,20,3,40.0000
Del Tejar,4,2,2.0000
Floresta,0,1,40.0000
Luis Viale,14,4,26.0000
Cabildo,17,1,10.0000
Amanecer,21,2,38.0000
Centenera,21,2,4.0000
Bonpland,21,7,30.0000
Dialogos,12,6,47.0000
Maschwitz,10,1,
Santa Fe,15,6,10.0000
Maipu,20,6,8.0000
Cabildo,3,4,
Villa Allende,1,1,21.0000
La Carmela,21,3,4.0000
Alvear,4,4,23.0000
Cabildo,2,4,5.0000
El Arco,4,4,11.0000
OPERADOR LOGISTICO 2,11,6,23274.0000
Alsina,17,7,25.0000
Floresta,2,2,6.0000
Alberdi,22,3,
Emilio Castro,3,3,11.0000
Trelles,2,3,12.0000
Santa Fe,12,7,11.0000
Emilio Castro,14,2,8.0000
Alberdi,7,4,
Quilmes,14,5,39.0000
Santa Rita,4,3,14.0000
Parque Sarmiento,5,6,8.0000
Pilar,0,2,12.0000
OPERADOR LOGISTICO 2,8,1,1624.0000
Maipu,19,1,31.0000
Olivos,14,5,24.0000
Las Heras,0,2,10.0000
Parque Sarmiento,23,7,21.0000
Cabildo,12,6,13.0000
Los Incas,10,4,
Trelles,21,1,12.0000
Ovidio Lagos,4,5,20.0000
Santa Fe,14,7,2.0000
Maschwitz,20,4,
Ovidio Lagos,23,4,16.0000
Maipu,9,1,19.0000
Emilio Castro,14,5,8.0000
Cabildo,16,2,25.0000
Alberdi,15,7,
Centenera,23,2,6.0000
Emilio Castro,22,2,2.0000
Rosario Sur,5,3,
Alsina,22,5,22.0000
OPERADOR LOGISTICO 2,21,3,225.0000
La Carmela,22,2,11.0000
OPERADOR LOGISTICO 2,8,4,3152.0000
Cabildo,14,6,6.0000
La Bandera,5,4,2.0000
Maipu,5,2,3.0000
Garay,0,7,4.0000
Emilio Castro,2,6,8.0000
OPERADOR LOGISTICO,17,4,6754.0000
Centenera,2,7,7.0000
Las Heras,4,5,
La Carmela,23,7,6.0000
CORS EVENTOS,19,1,
Los Incas,10,5,2.0000
Maipu,19,2,29.0000
Alsina,23,2,25.0000
Emilio Castro,12,5,28.0000
Santa Fe,21,6,
Cabildo,17,6,12.0000
Maschwitz,2,5,
Centenera,2,4,4.0000
Rivadavia,5,2,
Cabildo,17,2,4.0000
Maschwitz,17,3,
Las Heras,4,1,14.0000
Pilar,14,3,27.0000
Rosario Sur,18,4,
Rivadavia,8,7,
Centenera,3,2,6.0000
Cabildo,18,3,8.0000
Rosario Sur,17,7,
Boulevard,4,5,7.0000
Floresta,21,5,8.0000
Villa Allende,4,6,
Villa Allende,4,5,2.0000
Floresta,21,7,13.0000
Cabildo,13,6,12.0000
Rosario Sur,15,3,
Maschwitz,18,3,
Alberdi,14,1,
Rosario Sur,19,5,
Bulnes,6,3,8.0000
La Bandera,5,5,7.0000
Trelles,22,6,12.0000
CORS EVENTOS,12,4,
Maschwitz,4,1,
Congreso,22,3,8.0000
Alberdi,13,5,
Ovidio Lagos,4,3,
Villa Allende,5,6,
Los Incas,5,3,
OPERADOR LOGISTICO 2,22,6,30.0000
Rosario Sur,0,7,
Boulevard,1,2,5.0000
Alsina,14,1,6.0000
Los Incas,20,4,
La Bandera,22,4,4.0000
Los Incas,13,3,
Alberdi,17,3,
Santa Fe,20,2,12.0000
Cabildo,5,1,2.0000
Rosario Sur,17,2,
CORS EVENTOS,14,7,
Los Incas,23,7,
Villa Allende,22,5,
Alberdi,11,1,
Villa Allende,2,5,4.0000
Los Incas,19,5,
Rosario Sur,2,7,
Alberdi,13,3,
Rivadavia,17,3,
OPERADOR LOGISTICO,19,4,1606.0000
Maschwitz,16,7,
Pilar,7,6,85.0000
America,13,3,105.0000
Buen Ayre,7,7,407.0000
CORS Alem,11,7,
Buen Ayre,14,4,278.0000
Fisherton,17,3,411.0000
El Club,23,4,82.0000
Lima,3,7,102.0000
Fisherton,10,7,548.0000
Florencio Varela,13,3,47.0000
Congreso,19,6,39.0000
Del Tejar,7,6,146.0000
Floresta,7,3,46.0000
Gutierrez,9,4,138.0000
Trelles,7,2,60.0000
Olivos,12,2,25.0000
Fisherton,11,6,391.0000
AUBASA BA-LP,14,5,186.0000
Olivos,5,4,2.0000
Bonpland,17,4,194.0000
Zarate Brazo Largo,20,6,26.0000
Congreso,10,5,129.0000
Parque Sarmiento,9,6,152.0000
La Carmela,8,7,165.0000
Dialogos,10,2,133.0000
Maipu,11,1,29.0000
Quilmes,19,3,65.0000
Garay,9,2,127.0000
Alsina,6,2,69.0000
Ovidio Lagos,16,6,92.0000
Arroyo Seco,7,1,1216.0000
AUBASA BA-LP,11,1,552.0000
Buen Ayre,12,1,207.0000
Florencio Varela,9,7,156.0000
Alvear,9,7,218.0000
AUBASA BA-LP,14,7,177.0000
Quilmes,18,3,143.0000
Del Tejar,12,1,29.0000
Villa Allende,16,2,92.0000
Lima,9,1,1481.0000
El Arco,1,6,21.0000
Luis Viale,9,6,88.0000
Quilmes,2,7,58.0000
Dialogos,18,7,91.0000
Amanecer,5,1,76.0000
Bulnes,20,7,26.0000
Pilar,1,2,21.0000
El Club,14,4,217.0000
Gral Paz Provincia,10,1,426.0000
Buen Ayre,10,2,736.0000
Pilar,13,5,22.0000
La Carmela,8,2,102.0000
El Arco,9,6,321.0000
Buen Ayre,13,5,224.0000
Congreso,8,1,27.0000
Zarate Brazo Largo,6,6,176.0000
Santa Rita,4,4,17.0000
San Isidro,12,2,92.0000
Bonpland,18,5,139.0000
Gral Paz Provincia,20,2,143.0000
Buen Ayre,7,4,316.0000
Buen Ayre,20,7,228.0000
CORS Alem,16,4,
Villa Allende,13,4,77.0000
Florencio Varela,8,6,293.0000
Luis Viale,17,4,58.0000
Santa Fe,6,1,8.0000
Luis Viale,13,3,46.0000
El Arco,12,6,129.0000
Gral Paz Capital,13,5,140.0000
Arroyo Seco,6,3,476.0000
Gral Paz Provincia,5,3,51.0000
El Club,10,1,341.0000
Alsina,6,6,60.0000
Amanecer,4,4,16.0000
San Isidro,11,7,154.0000
Fisherton,16,6,275.0000
Santa Rita,17,5,132.0000
El Club,22,5,109.0000
Congreso,0,1,32.0000
La Bandera,16,5,141.0000
Gral Paz Capital,7,3,200.0000
Gutierrez,18,7,117.0000
Gutierrez,8,1,75.0000
Amanecer,19,1,62.0000
Quilmes,7,7,154.0000
Centenera,11,4,88.0000
El Club,9,1,372.0000
AUBASA BA-LP,8,3,537.0000
AUBASA BA-LP,17,1,442.0000
AUBASA BA-LP,10,6,686.0000
Congreso,6,3,23.0000
Bulnes,7,2,140.0000
Bulnes,12,5,75.0000
El Club,9,4,314.0000
Parque Sarmiento,8,4,104.0000
Gral Paz Capital,6,5,137.0000
Dialogos,9,5,171.0000
Fisherton,9,4,351.0000
Fisherton,5,1,117.0000
San Isidro,16,6,124.0000
Las Heras,5,1,10.0000
Laferrere,6,6,51.0000
AUBASA LP-BA,16,4,291.0000
Gral Paz Capital,13,2,100.0000
Arroyo Seco,7,2,1241.0000
Alvear,8,3,217.0000
Luis Viale,15,6,52.0000
Zarate Brazo Largo,8,5,276.0000
Pilar,8,2,100.0000
Arroyo Seco,22,2,185.0000
Buen Ayre,12,2,298.0000
Bulnes,19,3,78.0000
Alsina,3,1,28.0000
AUBASA BA-LP,20,1,179.0000
Villa Allende,11,1,236.0000
OPERADOR LOGISTICO 2,19,5,4878.0000
Villa Allende,19,3,133.0000
AUBASA BA-LP,13,7,170.0000
La Bandera,8,3,119.0000
Gral Paz Provincia,16,4,236.0000
Amanecer,9,1,56.0000
Fisherton,6,5,128.0000
Centenera,4,3,9.0000
El Arco,8,3,303.0000
Santa Fe,6,6,21.0000
San Isidro,19,4,89.0000
Emilio Castro,11,1,48.0000
AUBASA LP-BA,8,2,343.0000
Ovidio Lagos,10,1,159.0000
Centenera,13,3,44.0000
Floresta,15,7,31.0000
Gral Paz Capital,10,2,329.0000
Olivos,15,4,41.0000
Amanecer,17,4,127.0000
El Club,13,5,169.0000
Boulevard,8,5,141.0000
Gral Paz Provincia,10,5,387.0000
Arroyo Seco,2,2,192.0000
Centenera,22,4,8.0000
Buen Ayre,17,4,682.0000
AUBASA LP-BA,19,6,194.0000
Congreso,15,3,53.0000
Ovidio Lagos,5,4,6.0000
Garay,11,2,135.0000
Centenera,6,4,50.0000
Amanecer,2,6,19.0000
Gral Paz Provincia,0,7,229.0000
Zarate Brazo Largo,11,2,147.0000
AUBASA BA-LP,16,6,357.0000
Laferrere,10,6,75.0000
AUBASA LP-BA,16,3,217.0000
Alvear,6,4,277.0000
Gral Paz Capital,8,2,294.0000
Florencio Varela,9,2,173.0000
Boulevard,10,1,197.0000
La Bandera,10,5,259.0000
Buen Ayre,10,6,791.0000
AUBASA BA-LP,15,6,284.0000
Boulevard,7,3,60.0000
Villa Allende,14,5,37.0000
Luis Viale,5,3,18.0000
Lima,15,6,498.0000
Villa Luro,0,5,81.0000
El Arco,0,7,94.0000
Lima,11,7,1096.0000
Garay,12,4,58.0000
Dialogos,17,7,104.0000
Gral Paz Provincia,17,6,296.0000
Gral Paz Provincia,11,3,274.0000
Gral Paz Provincia,8,4,383.0000
AUBASA LP-BA,8,4,390.0000
Trelles,1,4,10.0000
Villa Allende,9,6,210.0000
Congreso,17,1,55.0000
El Club,4,4,5.0000
AUBASA LP-BA,18,3,241.0000
El Club,14,7,126.0000
Arroyo Seco,14,2,608.0000
Maipu,6,1,12.0000
Quilmes,0,7,105.0000
El Club,9,7,396.0000
Gral Paz Provincia,10,7,548.0000
AUBASA BA-LP,8,1,519.0000
Gral Paz Capital,11,1,373.0000
Quilmes,10,5,198.0000
America,6,3,27.0000
Bonpland,9,6,183.0000
Lima,14,3,301.0000
Arroyo Seco,0,2,211.0000
Fisherton,7,3,121.0000
Olivos,10,3,113.0000
Lima,15,3,384.0000
Parque Sarmiento,23,2,44.0000
Cabildo,10,7,12.0000
Santa Fe,9,1,40.0000
La Carmela,8,5,87.0000
El Arco,6,1,114.0000
Lima,19,7,501.0000
Buen Ayre,15,4,358.0000
Villa Allende,16,3,109.0000
Del Tejar,6,4,98.0000
Santa Rita,6,1,42.0000
El Arco,5,7,79.0000
Gral Paz Capital,9,1,417.0000
Ovidio Lagos,10,4,198.0000
Villa Luro,23,7,97.0000
La Bandera,15,4,104.0000
Bulnes,19,2,63.0000
Florencio Varela,11,3,127.0000
Pilar,5,3,17.0000
El Arco,16,4,130.0000
Arroyo Seco,1,4,91.0000
Centenera,5,3,5.0000
Congreso,3,4,2.0000
Gral Paz Provincia,16,3,242.0000
Gutierrez,16,4,142.0000
Gral Paz Capital,17,3,244.0000
Buen Ayre,9,7,982.0000
Boulevard,17,3,124.0000
Buen Ayre,17,1,859.0000
San Isidro,18,3,169.0000
Santa Rita,19,4,64.0000
Parque Sarmiento,18,5,126.0000
Pilar,18,3,97.0000
Garay,11,6,151.0000
Dialogos,14,4,31.0000
Lima,1,3,107.0000
Boulevard,16,2,108.0000
Emilio Castro,6,6,28.0000
Las Heras,2,7,16.0000
Arroyo Seco,21,6,132.0000
Lima,13,7,326.0000
Arroyo Seco,8,1,1810.0000
Lima,18,2,639.0000
Floresta,1,1,54.0000
San Isidro,19,2,102.0000
Gutierrez,18,6,171.0000
La Carmela,5,1,46.0000
Bonpland,7,7,142.0000
AUBASA BA-LP,15,3,216.0000
Zarate Brazo Largo,19,4,48.0000
Olivos,16,6,58.0000
Lima,12,5,393.0000
Congreso,16,1,66.0000
AUBASA LP-BA,2,4,15.0000
Florencio Varela,4,3,15.0000
Amanecer,0,7,57.0000
Alvear,0,7,152.0000
Centenera,6,1,43.0000
Pilar,5,2,26.0000
AUBASA BA-LP,3,4,43.0000
Gutierrez,23,1,55.0000
Emilio Castro,1,4,14.0000
Buen Ayre,22,4,84.0000
CORS Alem,7,4,
Lima,4,1,116.0000
Cabildo,8,7,14.0000
Cabildo,11,4,17.0000
Bulnes,14,6,120.0000
Quilmes,18,4,142.0000
AUBASA BA-LP,14,1,129.0000
Buen Ayre,14,5,299.0000
Olivos,22,4,10.0000
Villa Luro,21,4,42.0000
La Bandera,11,5,201.0000
Centenera,6,3,42.0000
Gutierrez,0,1,81.0000
Bonpland,12,5,152.0000
Gral Paz Capital,6,7,232.0000
La Bandera,12,2,116.0000
Trelles,5,3,38.0000
Gutierrez,15,1,63.0000
Del Tejar,5,1,47.0000
Villa Luro,8,1,63.0000
Arroyo Seco,1,2,176.0000
Luis Viale,17,7,75.0000
Garay,22,3,19.0000
San Isidro,23,3,37.0000
AUBASA BA-LP,0,7,164.0000
La Bandera,11,3,151.0000
AUBASA BA-LP,20,5,92.0000
Parque Sarmiento,20,6,22.0000
Las Heras,9,5,79.0000
Bonpland,19,4,87.0000
El Arco,18,6,316.0000
Zarate,2,5,
Floresta,8,1,54.0000
Parque Sarmiento,1,6,25.0000
El Arco,22,5,42.0000
Congreso,19,3,26.0000
Santa Fe,19,5,29.0000
Olivos,19,5,37.0000
Villa Luro,14,2,83.0000
Olivos,6,5,18.0000
Quilmes,13,7,27.0000
Gral Paz Capital,15,1,101.0000
Bonpland,0,7,94.0000
Luis Viale,10,6,164.0000
Gral Paz Capital,12,6,138.0000
Santa Rita,9,2,116.0000
Alsina,11,6,62.0000
Alsina,22,3,14.0000
Alsina,5,5,14.0000
Buen Ayre,21,3,77.0000
Floresta,17,7,90.0000
Gutierrez,20,2,66.0000
Dialogos,16,4,66.0000
Gutierrez,13,7,41.0000
Luis Viale,6,2,21.0000
San Isidro,15,7,65.0000
Gral Paz Provincia,16,1,267.0000
