estacion,hora,dia_semana,q_cafes_llevar_algo,q_cafes_local_algo,q_cafes_llevar_algo_leche,q_cafes_llevar_algo_otros,q_cafes_local_algo_leche,q_cafes_local_algo_otros
Villa Allende,14,3,12.0000,66.0000,6.0000,6.0000,15.0000,51.0000
Alsina,14,5,28.0000,89.0000,7.0000,21.0000,29.0000,60.0000
El Arco,19,6,84.0000,303.0000,35.0000,49.0000,83.0000,220.0000
Rivadavia,7,5,8.0000,,3.0000,5.0000,,
AUBASA LP-BA,3,7,105.0000,51.0000,38.0000,67.0000,14.0000,37.0000
Amanecer,1,1,55.0000,75.0000,18.0000,37.0000,32.0000,43.0000
Zarate Brazo Largo,1,2,40.0000,13.0000,9.0000,31.0000,2.0000,11.0000
Zarate Brazo Largo,4,6,88.0000,23.0000,45.0000,43.0000,11.0000,12.0000
Mitre,18,4,,,,,,
Bonpland,1,4,30.0000,92.0000,11.0000,19.0000,28.0000,64.0000
Del Tejar,5,3,37.0000,58.0000,29.0000,8.0000,29.0000,29.0000
Rivadavia,18,4,3.0000,,1.0000,2.0000,,
Mitre,2,7,,,,,,
OPERADOR LOGISTICO 2,14,7,,9235.0000,,,,9235.0000
CORS Alem,7,7,42.0000,,35.0000,7.0000,,
CASTROL MELI,14,2,,,,,,
OPERADOR LOGISTICO 2,19,3,,15941.0000,,,,15941.0000
OPERADOR LOGISTICO 2,22,1,,1606.0000,,,,1606.0000
OPERADOR LOGISTICO,18,4,,13504.0000,,,,13504.0000
CASTROL MELI,12,3,,,,,,
CASTROL MELI,22,3,,,,,,
CORS Alem,6,6,,,,,,
CORS EVENTOS,12,3,,,,,,
OPERADOR LOGISTICO 2,23,4,,2006.0000,,,,2006.0000
CASTROL MELI,21,1,,,,,,
CASTROL MELI,19,1,,,,,,
Las Heras,8,4,164.0000,287.0000,82.0000,82.0000,63.0000,224.0000
Santa Fe,20,4,6.0000,6.0000,2.0000,4.0000,4.0000,2.0000
Rosario Sur,11,5,19.0000,,6.0000,13.0000,,
AUBASA LP-BA,8,6,867.0000,620.0000,420.0000,447.0000,248.0000,372.0000
Villa Luro,15,6,40.0000,244.0000,18.0000,22.0000,61.0000,183.0000
Rivadavia,6,7,,,,,,
Amanecer,16,7,44.0000,117.0000,12.0000,32.0000,44.0000,73.0000
Quilmes,16,7,26.0000,112.0000,6.0000,20.0000,24.0000,88.0000
Trelles,18,7,32.0000,73.0000,15.0000,17.0000,21.0000,52.0000
Laferrere,23,7,14.0000,36.0000,8.0000,6.0000,18.0000,18.0000
La Carmela,14,1,20.0000,28.0000,6.0000,14.0000,6.0000,22.0000
Bonpland,14,1,23.0000,125.0000,7.0000,16.0000,31.0000,94.0000
Gutierrez,6,2,163.0000,138.0000,81.0000,82.0000,82.0000,56.0000
San Isidro,11,2,130.0000,435.0000,46.0000,84.0000,146.0000,289.0000
Maschwitz,12,2,13.0000,,10.0000,3.0000,,
Arroyo Seco,10,3,1062.0000,1705.0000,628.0000,434.0000,766.0000,939.0000
Ovidio Lagos,11,3,44.0000,331.0000,11.0000,33.0000,62.0000,269.0000
Zarate,22,4,19.0000,2.0000,10.0000,9.0000,,2.0000
La Bandera,19,5,24.0000,278.0000,9.0000,15.0000,47.0000,231.0000
San Isidro,1,6,22.0000,58.0000,16.0000,6.0000,16.0000,42.0000
Florencio Varela,15,7,29.0000,76.0000,9.0000,20.0000,37.0000,39.0000
Maipu,18,7,29.0000,90.0000,25.0000,4.0000,40.0000,50.0000
AUBASA LP-BA,6,1,170.0000,113.0000,80.0000,90.0000,61.0000,52.0000
Emilio Castro,22,1,21.0000,7.0000,13.0000,8.0000,4.0000,3.0000
Trelles,20,2,31.0000,53.0000,18.0000,13.0000,14.0000,39.0000
Alberdi,8,5,47.0000,1.0000,29.0000,18.0000,1.0000,
Santa Rita,21,5,11.0000,46.0000,7.0000,4.0000,18.0000,28.0000
Maschwitz,0,6,8.0000,,2.0000,6.0000,,
Floresta,17,6,35.0000,120.0000,14.0000,21.0000,41.0000,79.0000
El Club,4,1,41.0000,117.0000,16.0000,25.0000,54.0000,63.0000
Dialogos,5,1,50.0000,122.0000,32.0000,18.0000,70.0000,52.0000
Emilio Castro,21,1,14.0000,15.0000,8.0000,6.0000,2.0000,13.0000
Santa Fe,7,2,99.0000,29.0000,49.0000,50.0000,17.0000,12.0000
Alberdi,0,1,5.0000,,2.0000,3.0000,,
Zarate,1,2,17.0000,9.0000,14.0000,3.0000,3.0000,6.0000
CORS Alem,14,5,125.0000,1.0000,58.0000,67.0000,,1.0000
Anchorena,11,2,,,,,,
El Arco,4,3,33.0000,17.0000,10.0000,23.0000,4.0000,13.0000
America,4,1,20.0000,63.0000,8.0000,12.0000,20.0000,43.0000
Santa Fe,4,2,,,,,,
Florencio Varela,16,4,49.0000,170.0000,18.0000,31.0000,84.0000,86.0000
Bonpland,16,5,92.0000,329.0000,36.0000,56.0000,91.0000,238.0000
America,18,5,47.0000,261.0000,20.0000,27.0000,94.0000,167.0000
Boulevard,1,6,4.0000,9.0000,3.0000,1.0000,3.0000,6.0000
Gral Paz Provincia,15,6,107.0000,259.0000,44.0000,63.0000,73.0000,186.0000
Amanecer,22,6,21.0000,67.0000,4.0000,17.0000,6.0000,61.0000
Arroyo Seco,4,7,440.0000,275.0000,251.0000,189.0000,154.0000,121.0000
Buen Ayre,11,7,629.0000,1008.0000,324.0000,305.0000,392.0000,616.0000
Alberdi,14,7,12.0000,,7.0000,5.0000,,
El Arco,16,7,25.0000,96.0000,5.0000,20.0000,19.0000,77.0000
Trelles,0,1,30.0000,43.0000,9.0000,21.0000,3.0000,40.0000
Quilmes,11,1,51.0000,120.0000,14.0000,37.0000,37.0000,83.0000
Villa Allende,13,2,27.0000,121.0000,5.0000,22.0000,20.0000,101.0000
Rivadavia,8,3,8.0000,,2.0000,6.0000,,
America,11,3,45.0000,289.0000,14.0000,31.0000,75.0000,214.0000
San Isidro,11,3,108.0000,425.0000,37.0000,71.0000,136.0000,289.0000
Gutierrez,7,4,208.0000,241.0000,109.0000,99.0000,115.0000,126.0000
America,8,5,154.0000,368.0000,91.0000,63.0000,103.0000,265.0000
El Club,13,6,60.0000,237.0000,16.0000,44.0000,41.0000,196.0000
Santa Fe,17,6,36.0000,36.0000,15.0000,21.0000,9.0000,27.0000
Santa Fe,10,7,78.0000,57.0000,37.0000,41.0000,30.0000,27.0000
Santa Fe,18,7,24.0000,10.0000,13.0000,11.0000,3.0000,7.0000
Maipu,19,7,16.0000,77.0000,16.0000,,26.0000,51.0000
Parque Sarmiento,22,7,27.0000,62.0000,11.0000,16.0000,6.0000,56.0000
Quilmes,13,1,31.0000,33.0000,4.0000,27.0000,10.0000,23.0000
Gral Paz Capital,4,2,223.0000,111.0000,110.0000,113.0000,49.0000,62.0000
El Arco,4,2,31.0000,18.0000,9.0000,22.0000,3.0000,15.0000
Centenera,8,2,199.0000,244.0000,117.0000,82.0000,92.0000,152.0000
Zarate Brazo Largo,12,2,68.0000,109.0000,28.0000,40.0000,31.0000,78.0000
Cabildo,14,2,13.0000,46.0000,6.0000,7.0000,11.0000,35.0000
Gral Paz Provincia,7,3,482.0000,727.0000,263.0000,219.0000,290.0000,437.0000
Pilar,9,3,143.0000,336.0000,101.0000,42.0000,180.0000,156.0000
Zarate Brazo Largo,0,4,26.0000,21.0000,14.0000,12.0000,12.0000,9.0000
Luis Viale,11,4,59.0000,234.0000,37.0000,22.0000,68.0000,166.0000
Cabildo,17,4,26.0000,62.0000,10.0000,16.0000,14.0000,48.0000
Mitre,23,7,,,,,,
Ovidio Lagos,14,1,8.0000,79.0000,2.0000,6.0000,14.0000,65.0000
Olivos,22,2,13.0000,21.0000,12.0000,1.0000,7.0000,14.0000
Del Tejar,23,2,15.0000,57.0000,8.0000,7.0000,15.0000,42.0000
Dialogos,13,3,212.0000,60.0000,199.0000,13.0000,22.0000,38.0000
AUBASA BA-LP,3,7,107.0000,116.0000,43.0000,64.0000,35.0000,81.0000
Olivos,0,1,54.0000,55.0000,48.0000,6.0000,9.0000,46.0000
Mitre,16,1,,,,,,
Centenera,22,2,4.0000,17.0000,2.0000,2.0000,5.0000,12.0000
Zarate Brazo Largo,12,3,63.0000,80.0000,26.0000,37.0000,21.0000,59.0000
Gral Paz Provincia,3,2,73.0000,107.0000,38.0000,35.0000,49.0000,58.0000
Mitre,7,2,,,,,,
San Isidro,3,3,7.0000,17.0000,5.0000,2.0000,7.0000,10.0000
Ovidio Lagos,2,5,3.0000,18.0000,,3.0000,2.0000,16.0000
Las Heras,18,4,76.0000,165.0000,21.0000,55.0000,60.0000,105.0000
AUBASA BA-LP,3,5,83.0000,35.0000,49.0000,34.0000,18.0000,17.0000
AUBASA BA-LP,9,5,928.0000,1095.0000,523.0000,405.0000,444.0000,651.0000
AUBASA BA-LP,16,5,415.0000,540.0000,175.0000,240.0000,183.0000,357.0000
La Carmela,4,6,64.0000,90.0000,41.0000,23.0000,27.0000,63.0000
Boulevard,20,6,13.0000,28.0000,6.0000,7.0000,6.0000,22.0000
Floresta,8,7,96.0000,160.0000,23.0000,73.0000,102.0000,58.0000
Bulnes,13,7,5.0000,52.0000,2.0000,3.0000,4.0000,48.0000
Villa Allende,18,7,12.0000,160.0000,2.0000,10.0000,25.0000,135.0000
Bulnes,10,1,20.0000,98.0000,8.0000,12.0000,20.0000,78.0000
Alberdi,21,1,4.0000,,1.0000,3.0000,,
AUBASA LP-BA,12,3,194.0000,297.0000,86.0000,108.0000,92.0000,205.0000
Boulevard,21,3,1.0000,10.0000,,1.0000,3.0000,7.0000
Gral Paz Provincia,21,3,38.0000,78.0000,14.0000,24.0000,21.0000,57.0000
Dialogos,6,7,123.0000,106.0000,93.0000,30.0000,72.0000,34.0000
Anchorena,12,7,,,,,,
Pilar,14,7,30.0000,67.0000,22.0000,8.0000,24.0000,43.0000
Alvear,7,1,262.0000,412.0000,144.0000,118.0000,187.0000,225.0000
Ovidio Lagos,9,1,62.0000,308.0000,28.0000,34.0000,54.0000,254.0000
Alsina,12,2,48.0000,137.0000,26.0000,22.0000,48.0000,89.0000
Dialogos,10,3,68.0000,235.0000,54.0000,14.0000,135.0000,100.0000
Zarate,4,4,12.0000,5.0000,7.0000,5.0000,3.0000,2.0000
Boulevard,12,4,29.0000,181.0000,17.0000,12.0000,26.0000,155.0000
Santa Rita,20,6,19.0000,61.0000,17.0000,2.0000,13.0000,48.0000
Rivadavia,19,7,,,,,,
Garay,3,2,26.0000,33.0000,17.0000,9.0000,6.0000,27.0000
Maipu,19,5,30.0000,111.0000,28.0000,2.0000,34.0000,77.0000
Centenera,20,2,20.0000,23.0000,15.0000,5.0000,13.0000,10.0000
Parque Sarmiento,7,1,55.0000,131.0000,25.0000,30.0000,24.0000,107.0000
Boulevard,17,7,46.0000,249.0000,10.0000,36.0000,58.0000,191.0000
Santa Rita,2,4,8.0000,15.0000,4.0000,4.0000,9.0000,6.0000
Mitre,14,7,,,,,,
Pilar,2,5,22.0000,8.0000,14.0000,8.0000,1.0000,7.0000
CASTROL MELI,21,6,,,,,,
Villa Allende,14,4,20.0000,103.0000,5.0000,15.0000,15.0000,88.0000
Lima,15,4,452.0000,604.0000,168.0000,284.0000,127.0000,477.0000
Congreso,22,5,12.0000,45.0000,2.0000,10.0000,11.0000,34.0000
Zarate,23,5,15.0000,7.0000,12.0000,3.0000,3.0000,4.0000
Emilio Castro,4,6,67.0000,61.0000,58.0000,9.0000,16.0000,45.0000
Boulevard,6,6,138.0000,108.0000,93.0000,45.0000,50.0000,58.0000
Cabildo,16,6,17.0000,52.0000,11.0000,6.0000,4.0000,48.0000
Buen Ayre,23,6,58.0000,157.0000,18.0000,40.0000,25.0000,132.0000
Villa Luro,3,1,65.0000,175.0000,24.0000,41.0000,74.0000,101.0000
Luis Viale,19,1,33.0000,99.0000,18.0000,15.0000,19.0000,80.0000
Bonpland,20,1,35.0000,185.0000,13.0000,22.0000,61.0000,124.0000
Amanecer,21,1,17.0000,48.0000,7.0000,10.0000,8.0000,40.0000
AUBASA BA-LP,13,2,180.0000,206.0000,78.0000,102.0000,78.0000,128.0000
Pilar,21,2,14.0000,22.0000,10.0000,4.0000,14.0000,8.0000
Bulnes,11,3,24.0000,223.0000,9.0000,15.0000,33.0000,190.0000
Rivadavia,10,4,13.0000,,9.0000,4.0000,,
El Arco,19,4,54.0000,241.0000,17.0000,37.0000,55.0000,186.0000
Luis Viale,4,5,133.0000,49.0000,77.0000,56.0000,7.0000,42.0000
Maipu,9,5,64.0000,240.0000,63.0000,1.0000,86.0000,154.0000
Garay,15,5,66.0000,205.0000,35.0000,31.0000,41.0000,164.0000
Mitre,21,5,,,,,,
San Isidro,13,1,34.0000,42.0000,18.0000,16.0000,13.0000,29.0000
Dialogos,1,3,9.0000,15.0000,4.0000,5.0000,7.0000,8.0000
Parque Sarmiento,9,3,155.0000,361.0000,67.0000,88.0000,92.0000,269.0000
Gral Paz Provincia,1,5,47.0000,98.0000,18.0000,29.0000,26.0000,72.0000
Laferrere,23,6,8.0000,28.0000,4.0000,4.0000,6.0000,22.0000
Lima,22,2,160.0000,104.0000,48.0000,112.0000,33.0000,71.0000
Pilar,11,3,57.0000,220.0000,38.0000,19.0000,104.0000,116.0000
Mitre,11,3,,,,,,
Maipu,14,3,11.0000,111.0000,11.0000,,28.0000,83.0000
Olivos,8,7,140.0000,176.0000,83.0000,57.0000,104.0000,72.0000
Centenera,2,1,10.0000,40.0000,3.0000,7.0000,21.0000,19.0000
Bonpland,7,1,94.0000,290.0000,49.0000,45.0000,139.0000,151.0000
Cabildo,14,4,12.0000,44.0000,8.0000,4.0000,10.0000,34.0000
Floresta,23,2,8.0000,19.0000,1.0000,7.0000,8.0000,11.0000
Florencio Varela,4,7,37.0000,71.0000,4.0000,33.0000,51.0000,20.0000
El Club,3,5,12.0000,23.0000,9.0000,3.0000,7.0000,16.0000
Rivadavia,0,7,,,,,,
Garay,17,4,41.0000,288.0000,17.0000,24.0000,90.0000,198.0000
Floresta,19,4,41.0000,70.0000,8.0000,33.0000,25.0000,45.0000
AUBASA BA-LP,20,4,141.0000,105.0000,57.0000,84.0000,40.0000,65.0000
Maipu,10,5,56.0000,205.0000,54.0000,2.0000,47.0000,158.0000
Luis Viale,19,5,36.0000,140.0000,10.0000,26.0000,29.0000,111.0000
Las Heras,7,6,158.0000,271.0000,78.0000,80.0000,119.0000,152.0000
Cabildo,20,6,9.0000,16.0000,6.0000,3.0000,3.0000,13.0000
El Arco,12,1,68.0000,179.0000,32.0000,36.0000,69.0000,110.0000
Congreso,19,1,26.0000,84.0000,11.0000,15.0000,21.0000,63.0000
Emilio Castro,12,2,22.0000,52.0000,12.0000,10.0000,12.0000,40.0000
Gral Paz Provincia,13,2,94.0000,165.0000,45.0000,49.0000,47.0000,118.0000
Amanecer,13,2,40.0000,134.0000,10.0000,30.0000,42.0000,92.0000
San Isidro,17,2,129.0000,386.0000,65.0000,64.0000,122.0000,264.0000
Arroyo Seco,13,3,370.0000,441.0000,180.0000,190.0000,123.0000,318.0000
Gral Paz Provincia,14,3,73.0000,213.0000,44.0000,29.0000,51.0000,162.0000
Zarate Brazo Largo,13,4,42.0000,77.0000,14.0000,28.0000,15.0000,62.0000
Maschwitz,23,4,2.0000,,1.0000,1.0000,,
Ovidio Lagos,20,6,16.0000,59.0000,3.0000,13.0000,11.0000,48.0000
Florencio Varela,1,7,28.0000,104.0000,1.0000,27.0000,54.0000,50.0000
AUBASA LP-BA,9,1,343.0000,471.0000,146.0000,197.0000,216.0000,255.0000
La Carmela,4,3,71.0000,84.0000,41.0000,30.0000,28.0000,56.0000
Garay,2,5,29.0000,16.0000,17.0000,12.0000,2.0000,14.0000
Bulnes,12,6,19.0000,115.0000,6.0000,13.0000,16.0000,99.0000
Trelles,9,2,89.0000,188.0000,41.0000,48.0000,43.0000,145.0000
Gral Paz Capital,23,2,57.0000,131.0000,19.0000,38.0000,32.0000,99.0000
Buen Ayre,2,5,63.0000,41.0000,31.0000,32.0000,17.0000,24.0000
Santa Rita,7,1,82.0000,117.0000,57.0000,25.0000,66.0000,51.0000
Los Incas,20,3,8.0000,1.0000,4.0000,4.0000,,1.0000
Villa Luro,16,4,96.0000,351.0000,48.0000,48.0000,114.0000,237.0000
Maschwitz,1,2,8.0000,,2.0000,6.0000,,
Boulevard,4,7,13.0000,10.0000,3.0000,10.0000,8.0000,2.0000
Boulevard,3,1,14.0000,17.0000,11.0000,3.0000,7.0000,10.0000
Emilio Castro,23,4,10.0000,15.0000,9.0000,1.0000,5.0000,10.0000
Santa Rita,19,5,40.0000,70.0000,18.0000,22.0000,28.0000,42.0000
Parque Sarmiento,4,6,15.0000,11.0000,12.0000,3.0000,3.0000,8.0000
CORS EVENTOS,17,1,,,,,,
Zarate Brazo Largo,23,7,23.0000,14.0000,13.0000,10.0000,1.0000,13.0000
Alberdi,14,2,8.0000,,4.0000,4.0000,,
Mitre,3,1,,,,,,
Bulnes,5,4,,,,,,
Anchorena,3,4,,,,,,
Amanecer,18,4,50.0000,163.0000,27.0000,23.0000,61.0000,102.0000
Gral Paz Capital,20,4,82.0000,150.0000,31.0000,51.0000,37.0000,113.0000
El Arco,21,4,10.0000,63.0000,3.0000,7.0000,18.0000,45.0000
Maschwitz,7,5,82.0000,,51.0000,31.0000,,
Gutierrez,11,5,68.0000,211.0000,28.0000,40.0000,64.0000,147.0000
Laferrere,11,5,18.0000,70.0000,5.0000,13.0000,31.0000,39.0000
Arroyo Seco,14,5,495.0000,605.0000,221.0000,274.0000,157.0000,448.0000
Pilar,18,5,54.0000,177.0000,38.0000,16.0000,87.0000,90.0000
Emilio Castro,21,5,12.0000,19.0000,4.0000,8.0000,3.0000,16.0000
Gutierrez,23,5,30.0000,24.0000,8.0000,22.0000,10.0000,14.0000
Amanecer,9,6,230.0000,397.0000,127.0000,103.0000,124.0000,273.0000
Gral Paz Capital,13,6,93.0000,200.0000,44.0000,49.0000,47.0000,153.0000
Pilar,6,7,134.0000,115.0000,72.0000,62.0000,69.0000,46.0000
Laferrere,16,7,12.0000,47.0000,3.0000,9.0000,20.0000,27.0000
Gutierrez,17,7,83.0000,224.0000,41.0000,42.0000,74.0000,150.0000
Alvear,1,1,80.0000,270.0000,32.0000,48.0000,69.0000,201.0000
AUBASA LP-BA,14,1,168.0000,241.0000,44.0000,124.0000,64.0000,177.0000
Fisherton,17,1,49.0000,471.0000,9.0000,40.0000,11.0000,460.0000
Gutierrez,19,1,59.0000,129.0000,24.0000,35.0000,56.0000,73.0000
Fisherton,14,2,18.0000,213.0000,8.0000,10.0000,1.0000,212.0000
Garay,17,2,65.0000,258.0000,27.0000,38.0000,65.0000,193.0000
Parque Sarmiento,22,2,6.0000,33.0000,3.0000,3.0000,9.0000,24.0000
El Arco,2,3,9.0000,17.0000,2.0000,7.0000,8.0000,9.0000
Los Incas,16,4,43.0000,1.0000,13.0000,30.0000,,1.0000
Anchorena,10,5,,,,,,
Centenera,16,5,46.0000,111.0000,12.0000,34.0000,31.0000,80.0000
Boulevard,13,6,20.0000,184.0000,8.0000,12.0000,46.0000,138.0000
Santa Rita,12,7,35.0000,101.0000,12.0000,23.0000,55.0000,46.0000
Alvear,20,1,66.0000,257.0000,25.0000,41.0000,74.0000,183.0000
Laferrere,21,1,9.0000,32.0000,4.0000,5.0000,14.0000,18.0000
America,17,2,34.0000,324.0000,23.0000,11.0000,72.0000,252.0000
Emilio Castro,19,2,21.0000,65.0000,10.0000,11.0000,10.0000,55.0000
Amanecer,3,7,21.0000,57.0000,9.0000,12.0000,15.0000,42.0000
Ovidio Lagos,5,2,18.0000,54.0000,,18.0000,7.0000,47.0000
Zarate Brazo Largo,17,4,130.0000,166.0000,56.0000,74.0000,79.0000,87.0000
Villa Allende,20,1,23.0000,99.0000,5.0000,18.0000,19.0000,80.0000
Alberdi,5,1,12.0000,,5.0000,7.0000,,
Zarate Brazo Largo,4,7,86.0000,48.0000,34.0000,52.0000,15.0000,33.0000
Bonpland,4,3,24.0000,51.0000,13.0000,11.0000,24.0000,27.0000
Santa Fe,10,6,81.0000,75.0000,23.0000,58.0000,19.0000,56.0000
Villa Luro,13,2,53.0000,152.0000,27.0000,26.0000,41.0000,111.0000
Alsina,2,3,17.0000,32.0000,15.0000,2.0000,8.0000,24.0000
Trelles,22,4,5.0000,23.0000,2.0000,3.0000,10.0000,13.0000
Del Tejar,8,1,72.0000,121.0000,49.0000,23.0000,56.0000,65.0000
Laferrere,5,1,34.0000,51.0000,18.0000,16.0000,23.0000,28.0000
La Bandera,5,7,13.0000,28.0000,2.0000,11.0000,10.0000,18.0000
Rosario Sur,3,4,5.0000,,2.0000,3.0000,,
CORS EVENTOS,0,6,,,,,,
Boulevard,3,4,2.0000,11.0000,2.0000,,2.0000,9.0000
Mitre,4,2,,,,,,
OPERADOR LOGISTICO 2,20,4,,11668.0000,,,,11668.0000
OPERADOR LOGISTICO 2,11,7,,7541.0000,,,,7541.0000
Rivadavia,22,2,,,,,,
OPERADOR LOGISTICO,12,2,,1600.0000,,,,1600.0000
OPERADOR LOGISTICO,11,6,,2424.0000,,,,2424.0000
CORS EVENTOS,14,4,1.0000,,,1.0000,,
Mitre,3,4,,,,,,
CORS Alem,1,3,,,,,,
CORS EVENTOS,13,2,,,,,,
CORS EVENTOS,19,4,12.0000,,,12.0000,,
CASTROL MELI,12,4,,,,,,
CASTROL MELI,10,3,,,,,,
OPERADOR LOGISTICO,10,2,,,,,,
San Isidro,11,4,117.0000,450.0000,46.0000,71.0000,123.0000,327.0000
Gral Paz Capital,21,4,49.0000,88.0000,19.0000,30.0000,34.0000,54.0000
Ovidio Lagos,8,5,91.0000,375.0000,37.0000,54.0000,137.0000,238.0000
Las Heras,16,5,38.0000,134.0000,10.0000,28.0000,36.0000,98.0000
AUBASA BA-LP,22,5,82.0000,74.0000,25.0000,57.0000,12.0000,62.0000
La Bandera,7,6,121.0000,367.0000,54.0000,67.0000,205.0000,162.0000
Villa Allende,23,6,8.0000,19.0000,,8.0000,3.0000,16.0000
Fisherton,7,7,215.0000,375.0000,102.0000,113.0000,15.0000,360.0000
Maipu,12,7,25.0000,104.0000,25.0000,,21.0000,83.0000
Maipu,17,7,27.0000,83.0000,25.0000,2.0000,18.0000,65.0000
Santa Fe,3,1,,,,,,
Trelles,9,1,56.0000,71.0000,25.0000,31.0000,13.0000,58.0000
Dialogos,22,1,15.0000,54.0000,13.0000,2.0000,28.0000,26.0000
Alvear,23,1,45.0000,102.0000,26.0000,19.0000,27.0000,75.0000
Gral Paz Provincia,1,4,58.0000,74.0000,24.0000,34.0000,22.0000,52.0000
El Club,7,4,225.0000,671.0000,114.0000,111.0000,263.0000,408.0000
Zarate,21,4,3.0000,3.0000,1.0000,2.0000,2.0000,1.0000
Rivadavia,21,4,2.0000,,1.0000,1.0000,,
Amanecer,16,5,54.0000,200.0000,25.0000,29.0000,79.0000,121.0000
Fisherton,23,6,23.0000,214.0000,3.0000,20.0000,29.0000,185.0000
Maschwitz,5,3,24.0000,1.0000,16.0000,8.0000,,1.0000
Amanecer,9,7,202.0000,323.0000,93.0000,109.0000,135.0000,188.0000
San Isidro,12,7,83.0000,150.0000,46.0000,37.0000,56.0000,94.0000
Laferrere,4,2,41.0000,58.0000,28.0000,13.0000,42.0000,16.0000
Anchorena,18,2,,,,,,
Cabildo,17,5,28.0000,41.0000,9.0000,19.0000,8.0000,33.0000
Los Incas,23,5,5.0000,1.0000,1.0000,4.0000,,1.0000
Maipu,3,7,26.0000,23.0000,25.0000,1.0000,,23.0000
Villa Luro,20,7,25.0000,101.0000,14.0000,11.0000,28.0000,73.0000
Emilio Castro,18,1,32.0000,55.0000,18.0000,14.0000,5.0000,50.0000
Las Heras,15,2,36.0000,99.0000,20.0000,16.0000,23.0000,76.0000
Alsina,4,5,15.0000,53.0000,12.0000,3.0000,26.0000,27.0000
Pilar,8,3,196.0000,290.0000,129.0000,67.0000,142.0000,148.0000
Villa Luro,5,3,112.0000,155.0000,50.0000,62.0000,60.0000,95.0000
Amanecer,11,3,78.0000,230.0000,39.0000,39.0000,65.0000,165.0000
Lima,2,5,133.0000,78.0000,54.0000,79.0000,26.0000,52.0000
Santa Fe,23,3,,,,,,
Santa Rita,3,5,17.0000,32.0000,11.0000,6.0000,18.0000,14.0000
Mitre,21,6,,,,,,
Zarate,11,4,74.0000,83.0000,46.0000,28.0000,20.0000,63.0000
Pilar,12,4,38.0000,123.0000,16.0000,22.0000,58.0000,65.0000
Bulnes,15,4,6.0000,93.0000,1.0000,5.0000,11.0000,82.0000
Villa Allende,13,5,24.0000,133.0000,2.0000,22.0000,10.0000,123.0000
Laferrere,20,5,5.0000,31.0000,2.0000,3.0000,16.0000,15.0000
Anchorena,20,5,,,,,,
Buen Ayre,23,5,65.0000,119.0000,11.0000,54.0000,27.0000,92.0000
Parque Sarmiento,6,6,108.0000,169.0000,45.0000,63.0000,50.0000,119.0000
Amanecer,18,6,78.0000,228.0000,32.0000,46.0000,78.0000,150.0000
Laferrere,2,7,15.0000,79.0000,5.0000,10.0000,10.0000,69.0000
Congreso,6,7,121.0000,73.0000,64.0000,57.0000,24.0000,49.0000
Olivos,16,7,28.0000,129.0000,26.0000,2.0000,60.0000,69.0000
Villa Luro,19,7,58.0000,209.0000,26.0000,32.0000,73.0000,136.0000
Emilio Castro,21,7,17.0000,12.0000,7.0000,10.0000,2.0000,10.0000
Las Heras,11,1,47.0000,57.0000,15.0000,32.0000,19.0000,38.0000
Floresta,21,1,12.0000,33.0000,3.0000,9.0000,11.0000,22.0000
Del Tejar,11,2,59.0000,270.0000,44.0000,15.0000,93.0000,177.0000
Congreso,2,3,28.0000,12.0000,7.0000,21.0000,1.0000,11.0000
Mitre,13,3,,,,,,
Luis Viale,15,3,29.0000,172.0000,6.0000,23.0000,28.0000,144.0000
Bonpland,13,5,36.0000,199.0000,20.0000,16.0000,73.0000,126.0000
Buen Ayre,6,7,563.0000,430.0000,354.0000,209.0000,272.0000,158.0000
Alberdi,2,1,6.0000,,4.0000,2.0000,,
Cabildo,13,2,15.0000,45.0000,4.0000,11.0000,8.0000,37.0000
Emilio Castro,21,2,10.0000,18.0000,3.0000,7.0000,1.0000,17.0000
Alvear,9,3,285.0000,791.0000,158.0000,127.0000,300.0000,491.0000
Zarate Brazo Largo,16,3,76.0000,87.0000,25.0000,51.0000,25.0000,62.0000
Alsina,16,4,35.0000,116.0000,23.0000,12.0000,27.0000,89.0000
Del Tejar,1,5,16.0000,50.0000,10.0000,6.0000,3.0000,47.0000
Lima,6,6,818.0000,782.0000,436.0000,382.0000,385.0000,397.0000
Boulevard,2,1,5.0000,17.0000,3.0000,2.0000,6.0000,11.0000
San Isidro,10,2,173.0000,458.0000,72.0000,101.0000,157.0000,301.0000
Alsina,3,4,15.0000,38.0000,11.0000,4.0000,19.0000,19.0000
Rosario Sur,11,6,11.0000,,6.0000,5.0000,,
Florencio Varela,5,1,52.0000,349.0000,9.0000,43.0000,230.0000,119.0000
Pilar,18,1,64.0000,100.0000,44.0000,20.0000,40.0000,60.0000
Gral Paz Provincia,2,2,57.0000,143.0000,25.0000,32.0000,38.0000,105.0000
Floresta,2,3,14.0000,21.0000,5.0000,9.0000,5.0000,16.0000
Villa Allende,12,4,37.0000,238.0000,5.0000,32.0000,30.0000,208.0000
Ovidio Lagos,15,4,18.0000,150.0000,4.0000,14.0000,13.0000,137.0000
Boulevard,7,5,173.0000,273.0000,111.0000,62.0000,89.0000,184.0000
Las Heras,22,5,14.0000,28.0000,6.0000,8.0000,8.0000,20.0000
Cabildo,5,6,40.0000,14.0000,34.0000,6.0000,6.0000,8.0000
El Club,16,7,123.0000,503.0000,58.0000,65.0000,152.0000,351.0000
